title,category,company,responses,date,is_active
"Senior .Net Developer",".NET","Luxoft",1,2/19/2013 11:09,TRUE
"Senior .Net Developer",".NET","Luxoft",1,2/19/2013 10:57,TRUE
".NET developer",".NET","OSDN",1,2/19/2013 10:53,TRUE
"PHP developer","PHP","OSDN",1,2/19/2013 10:53,TRUE
"Senior C# / .NET ( WPF ) Developer",".NET","Augmentive",1,2/18/2013 18:41,TRUE
"Lead Objective-C (MAC OS X) Developer","iOS/Mac","Augmentive",1,2/18/2013 18:40,TRUE
"Automation Test Engineer (тестирование flash, server)","QA","CloneFish",1,2/18/2013 17:27,TRUE
"Flash разработчик Middle/Senior","Flash","CloneFish",1,2/18/2013 14:29,TRUE
"QA for Playtech mobile hub project","QA","Ciklum",1,2/18/2013 13:07,TRUE
"Junior .NET Developer/DanaWeb",".NET","Ciklum",1,2/18/2013 12:53,TRUE
"iOS Developer","iOS/Mac","Ciklum",1,2/18/2013 11:31,TRUE
"PHP Developer","PHP","Ciklum",1,2/18/2013 11:29,TRUE
"Embedded Software Developer","C++","EKTOS",1,2/18/2013 11:28,TRUE
"Embedded Software Developer","C++","EKTOS",1,2/18/2013 11:25,TRUE
"Senior/Middle .NET Developer",".NET","Ciklum",1,2/18/2013 11:23,FALSE
"One year contract position of senior/middle manual tester","QA","Ciklum",1,2/18/2013 10:48,FALSE
"Senior .Net Developer for ScanJour",".NET","Ciklum",1,2/18/2013 10:46,TRUE
"Senior Front-end Developer","Front End","Ciklum",1,2/18/2013 10:07,TRUE
"Media System Developer (.NET) for CODE Worldwide",".NET","Ciklum",1,2/18/2013 9:56,TRUE
"SDET for Unity 3D","QA","Ciklum",1,2/18/2013 9:52,TRUE
"Project Manager","Project Manager","Ciklum",1,2/18/2013 9:32,TRUE
"Programme Manager",,"Echostar Ukraine LLC",1,2/15/2013 17:49,TRUE
"Senior C# Software Engineer",".NET","Echostar Ukraine LLC",1,2/15/2013 17:48,FALSE
".NET Developer for R&D project (IRC14363)",".NET","GlobalLogic",1,2/15/2013 17:40,TRUE
"Team Lead php Developer","PHP","Eastern Peak Software",1,2/15/2013 15:13,TRUE
"Senior .Net developer for Tobii",".NET","Ciklum",1,2/15/2013 14:39,TRUE
"Менеджер интернет-рекламы","Other","Genesis Technology Partners",1,2/14/2013 16:26,TRUE
"Senior Configuration Manager",,"SoftServe",1,2/14/2013 12:29,TRUE
"Service Delivery Manager",,"Sigma Ukraine",1,2/14/2013 12:04,TRUE
"Senior Java developer","Java","ProgService",1,2/13/2013 18:48,TRUE
"JavaScript Programmer","Front End","INSOLLO entertainment",1,2/13/2013 17:14,TRUE
"QA engineer","QA","Adyax",1,2/13/2013 14:24,TRUE
"Java Programmer","Java","Persha Studia",1,2/13/2013 13:12,TRUE
"Senior QA Engineer","QA","Opera Mobile Store",1,2/13/2013 13:10,TRUE
"Content Manager","Other","Opera Mobile Store",1,2/13/2013 13:10,TRUE
"Senior PHP programmer (social)","PHP","Persha Studia",1,2/13/2013 13:09,TRUE
"Tech Lead Ruby Developer (Kiev & Kharkov offices)","Ruby","Intetics Co",1,2/13/2013 12:31,TRUE
"Business Development manager",,"Intetics Co",1,2/13/2013 12:31,TRUE
"Senior iOS Developer","iOS/Mac","The Frayman Group",1,2/13/2013 12:17,TRUE
"Front end developer","Front End","Wishdates",1,2/13/2013 12:01,TRUE
"Разработчик для iOS/Android платформ","iOS/Mac","СЕВА НОВА",1,2/13/2013 11:49,TRUE
"Senior PHP Developer (Magento)","PHP","Label Groupe",1,2/13/2013 10:44,TRUE
"Программист 1С","1С","Label Groupe",1,2/13/2013 10:39,TRUE
"Java Developer","Java","EPAM Systems",1,2/13/2013 10:12,TRUE
"Ruby on Rails Developer","Ruby","Nravo",1,2/12/2013 17:28,TRUE
"Важный С++ разработчик","C++","Murka",1,2/12/2013 14:52,FALSE
"Middle QA Engineer for Selectica","QA","Provectus-IT",1,2/12/2013 14:29,TRUE
"Senior.NET Developer",".NET","Nemetos Ukraine",1,2/12/2013 14:18,TRUE
"Senior Web Front-end developer","Front End","Serena Software Ukraine",1,2/12/2013 14:15,TRUE
"Intermediate Java Developer for Selectica","Java","Provectus-IT",1,2/12/2013 13:05,TRUE
"Recruiter","HR","SoftServe",1,2/11/2013 18:40,TRUE
"PR Specialist / Marketing Specialist","Other","SoftServe",1,2/11/2013 18:40,TRUE
"Ruby on Rails Software Engineer","Ruby","SoftServe",1,2/11/2013 18:38,TRUE
"Senior Project Manager","Project Manager","SoftServe",1,2/11/2013 18:33,TRUE
"агент з продажу сайтів","Sales","Веб-студія Alltimestudio",1,2/11/2013 18:10,TRUE
"Senior C++ Developer","C++","Quadrox",1,2/11/2013 17:56,TRUE
"Senior JavaScript developer","Front End","EPAM Systems",1,2/11/2013 16:52,FALSE
".NET Team Leader",".NET","EPAM Systems",1,2/11/2013 11:34,TRUE
"Senior Web Developer","Front End","SysIQ",1,2/11/2013 11:09,TRUE
"Senior QA Engineer","QA","INTROPRO LLC",1,2/9/2013 21:04,TRUE
"Middle/Senior Python Developer","Python","Svitla Systems, Inc.",1,2/8/2013 13:25,TRUE
"HTML/HTML5/JavaScript Coder","Front End","INTERSOG",1,2/8/2013 10:52,TRUE
"Senior Python/PHP Developer (to Work in the Netherlands)","Python","DAXX BV",1,2/7/2013 15:53,TRUE
"Java Developer","Java","Контент Сервис УА",1,2/7/2013 9:54,TRUE
"(Test Automation) Software Development Engineer in Test","QA","The Frayman Group",1,2/6/2013 15:06,TRUE
"Marketing Content and SEO Specialist","SEO","SysIQ",1,2/6/2013 15:04,TRUE
"JavaScript Developer","Front End","The Frayman Group",1,2/6/2013 15:01,TRUE
"QA Engineer","QA","Lohika Systems",1,2/6/2013 14:17,TRUE
"Mac OS Developer","iOS/Mac","ApriorIT",1,2/6/2013 14:12,TRUE
"Content Designer","Дизайн","Crytek Ukraine",1,2/6/2013 12:20,TRUE
"Lead Level Designer","Дизайн","Crytek Ukraine",1,2/6/2013 12:20,TRUE
"Game Programmer","C++","Crytek Ukraine",1,2/6/2013 12:19,TRUE
"Python programmer","Python","Crytek Ukraine",1,2/6/2013 12:18,TRUE
"Product manager","Front End","ГК ЛИГА",1,2/6/2013 9:40,TRUE
"Linux Developer","C++","ApriorIT",1,2/5/2013 15:08,TRUE
"Delphi Developer","Delphi","Intellias",1,2/5/2013 15:01,TRUE
"JavaScript/ Front-end Developer","Front End","Intellias",1,2/5/2013 15:00,TRUE
"Senior PHP-developer","PHP","ООО ""УКРНЕТ""",1,2/5/2013 14:44,TRUE
"IT Evangelist","Other","Paymentwall, Inc.",1,2/5/2013 14:27,TRUE
"Senior Front-End Developer","Front End","Lohika Systems",1,2/5/2013 13:08,TRUE
".NET Developer",".NET","Devart",1,2/5/2013 12:48,TRUE
"Internet Marketing Manager","Other","Devart",1,2/5/2013 12:44,TRUE
"Senior Oracle/DWH Developer","Oracle","Luxoft",1,2/5/2013 12:41,TRUE
"Старший разработчик .Net",".NET","Homer Software House",1,2/5/2013 11:54,TRUE
"Старший разработчик Oracle","Oracle","Homer Software House",1,2/5/2013 11:46,TRUE
"Младший программист ERP (Microsoft Dynamics NAV)","Other","ERP Consulting",1,2/5/2013 10:42,TRUE
"Experienced Automation QA Engineer","QA","Sitecore",1,2/5/2013 10:06,TRUE
"Junior/Middle SDET",".NET","Sigma Ukraine",1,2/4/2013 21:13,TRUE
"iOS developer","iOS/Mac","Dukascopy",1,2/4/2013 18:10,TRUE
"Аналитик программного обеспечения","Analyst","БИФИТ-Украина",1,2/4/2013 17:59,TRUE
"Frontend Web Developer (to work in the Netherlands)","Front End","DAXX BV",1,2/4/2013 17:29,TRUE
"PHP\JS Developer","PHP","AB Soft ",1,2/4/2013 17:28,TRUE
"PHP Developer","PHP","SaM Solutions",1,2/4/2013 16:46,TRUE
"Программист Oracle/ Delphi","Oracle","CS-Ltd",1,2/4/2013 16:27,TRUE
"WEB developer (PHP/C#)",".NET","SMKvision",1,2/4/2013 15:51,TRUE
"Java UI Developer (with GWT)","Java","NetCracker",1,2/4/2013 15:48,TRUE
"Java Team Lead","Java","NetCracker",1,2/4/2013 15:47,TRUE
"Ruby on Rails программист","Ruby","INP-Software",1,2/4/2013 15:18,TRUE
"Sr. Ruby on Rails developer","Ruby","Curebit",1,2/4/2013 15:18,TRUE
"Sales manager","Sales","INP-Software",1,2/4/2013 15:18,TRUE
"Upper-junior/Middle PHP программист","PHP","Wise Decisions Group",1,2/4/2013 15:03,TRUE
"Automation QA Engineer","QA","Lohika Systems",1,2/4/2013 15:02,TRUE
"Magento-разработчик (back-end)","PHP","Wise Decisions Group",1,2/4/2013 14:58,TRUE
"Архитектор",".NET","Арт-мастер (AM-SOFT)",1,2/4/2013 14:50,TRUE
"Senior Java Developer","Java","KSF (Kiev Software Factory)",1,2/4/2013 14:50,TRUE
"Программист С#.Net (middle)",".NET","Арт-мастер (AM-SOFT)",1,2/4/2013 14:47,TRUE
"php developer","PHP","Синергия Софт. Украина ",1,2/4/2013 14:46,TRUE
"Senior programmer C++/Python","C++","Persha Studia",1,2/4/2013 12:40,TRUE
"Lead/Techexpert Python Developer (Web)","Python","Persha Studia",1,2/4/2013 12:38,TRUE
"PHP Developer","PHP","Innovecs",1,2/1/2013 17:28,TRUE
"Agile Project Manager for Ciklum Services and Consulting department","Project Manager","Ciklum",1,2/1/2013 14:58,TRUE
"Senior C++ Engineer","C++","Lohika Systems",1,2/1/2013 14:28,TRUE
"ASP.NET Developer (middle/senior)",".NET","Trust Sourcing",1,2/1/2013 13:48,TRUE
"QA Engineer (Senior/Middle )","QA","Trust Sourcing",1,2/1/2013 13:47,TRUE
"Business Unit Manager",,"Skelia",1,2/1/2013 12:24,TRUE
"J2EE Web Developer","Java","Cogniance, Inc",1,1/31/2013 17:47,TRUE
"Front-End Engineer","Front End","Cogniance, Inc",1,1/31/2013 17:35,TRUE
".NET Developer",".NET","Plarium Ukraine",1,1/31/2013 15:00,TRUE
"Senior PHP Developer for Just Eat","PHP","Ciklum",1,1/31/2013 14:56,FALSE
"PHP Developer","PHP","Data Subsystems, Inc.",1,1/31/2013 11:45,TRUE
"UI дизайнер/ дизайнер интерфейсов","Front End","Веб-сервис uCoz",1,1/31/2013 10:20,TRUE
"Senior Front End Developer","Front End","DAXX BV",1,1/30/2013 18:28,TRUE
"PHP / Python Developer","Python","DAXX BV",1,1/30/2013 17:03,TRUE
"PHP Developer","PHP","INTERSOG",1,1/29/2013 18:10,TRUE
"Senior Java Engineer","Java","Lohika Systems",1,1/29/2013 17:35,TRUE
"Front End Engineer for Kinetics project","Front End","Lohika Systems",1,1/29/2013 17:29,TRUE
"C++ developer","C++","Mobisoft.Ltd",1,1/29/2013 16:31,TRUE
"SEO специалист","SEO","Element R&D",1,1/29/2013 15:20,TRUE
"ASP.NET Developer for Intranote",".NET","Ciklum",1,1/29/2013 15:03,TRUE
"Java Developer to work on L1B visa in USA (20 vacancies)","Java","EngagePoint",1,1/29/2013 11:22,TRUE
"Java Developer","Java","EPAM Systems",1,1/29/2013 10:24,TRUE
"QA","QA","DAXX BV",1,1/29/2013 10:22,TRUE
"Middle Java Developer","Java","DAXX BV",1,1/29/2013 10:18,TRUE
"PHP programmer","PHP","Trust Sourcing",1,1/28/2013 17:20,TRUE
"Senior Java Engineer","Java","SoftServe",1,1/28/2013 16:13,TRUE
"Software Release and Deployment Engineer ($750 Reward for Recommendation)",,"DAXX BV",1,1/25/2013 21:33,TRUE
"Middle and Senior Android Developers","Android","Skelia",1,1/25/2013 18:08,TRUE
"Senior QA","QA","T3leads",1,1/25/2013 17:25,TRUE
"Senior QA/Automation","QA","Luxoft",1,1/25/2013 16:45,TRUE
"Delivery Manager/Division Director",,"Luxoft",1,1/25/2013 16:36,TRUE
"Senior Engineer","C++","Luxoft",1,1/25/2013 14:11,TRUE
"C++ Software Engineer","C++","SoftServe",1,1/25/2013 14:09,TRUE
"Senior Analyst","Analyst","Luxoft",1,1/25/2013 13:17,TRUE
"Tech Lead/Senior .Net Developer",".NET","Luxoft",1,1/25/2013 12:15,FALSE
"Snr Sharepoint Developer",".NET","Luxoft",1,1/25/2013 12:07,FALSE
"Senior SQL Developer","Oracle","Luxoft",1,1/25/2013 11:56,FALSE
"C++ programmer for Open Text Project","C++","Ciklum",1,1/25/2013 11:44,FALSE
"Product Delivery Manager",,"Luxoft",1,1/25/2013 11:11,FALSE
"Front-end/Javascript Developer","Front End","Adstream",1,1/25/2013 10:50,FALSE
"Senior Oracle Architect","Oracle","Luxoft",1,1/25/2013 10:43,FALSE
"Начинающий C++ программист","C++","FulcrumWeb",1,1/25/2013 9:38,FALSE
"Linux Embedded С++ Developer","C++","FulcrumWeb",1,1/25/2013 9:37,FALSE
"Senior Java Developer","Java","Luxoft",1,1/24/2013 19:45,FALSE
"Hadoop\Java developer","Java","Luxoft",1,1/24/2013 19:24,FALSE
"Senior QA Engineer for Enfo Zipper","QA","Ciklum",1,1/24/2013 14:10,FALSE
"Delivery Unit Manager",,"Ciklum",1,1/24/2013 13:21,FALSE
"Test Engineer","QA","Luxoft",1,1/23/2013 17:40,FALSE
"Middle C++ Developer","C++","Luxoft",1,1/23/2013 15:58,FALSE
"Senior Developer C# / ASP.NET /MVC",".NET","ITG",1,1/22/2013 21:21,FALSE
"Network Administrator (Vinnitsa Branch)",,"InfoPulse",1,1/22/2013 16:46,FALSE
"Java developer","Java","Lohika Systems",1,1/22/2013 14:57,FALSE
"Senior Javascript Developer","Front End","EPAM Systems",1,1/22/2013 10:29,FALSE
"QA Engineer","QA","Ciklum",1,1/22/2013 9:24,FALSE
"Node.js Developer",,"Svitla Systems, Inc.",1,1/21/2013 17:26,FALSE
"C++ Team Lead","C++","Ciklum",1,1/21/2013 17:13,FALSE
"Middle/Senior Ruby on Rails Developer","Ruby","Svitla Systems, Inc.",1,1/21/2013 17:07,FALSE
"Senior .NET Developer (Vinnitsa, Zhytomir)",".NET","InfoPulse",1,1/21/2013 15:01,FALSE
"Java программист","Java","ПАО КБ «ПРИВАТБАНК»",1,1/21/2013 11:56,FALSE
"MS Dynamics NAVISION Support Engineer/Consultant","Support","Ciklum",1,1/21/2013 10:54,FALSE
"Windows 8 Mobile Developer",".NET","Ciklum",1,1/18/2013 17:43,FALSE
"iOS Developer","iOS","Cupid plc",1,1/17/2013 16:59,FALSE
"Senior QA Engineer (Yapital)!","QA","Kuadriga",1,1/17/2013 13:52,FALSE
"Flash Developer (295/KD)","Flash","Kuadriga",1,1/17/2013 13:44,FALSE
"Unix/Solaris Administrator",,"InfoPulse",1,1/17/2013 13:02,FALSE
"программист С++","C++","Smart Money",1,1/17/2013 13:01,FALSE
"Senior Windows C++ Software Engineer","C++","SoftServe",1,1/16/2013 16:28,FALSE
"ASP.NET(MVC) Developer (to work in the Netherlands)",".NET","DAXX BV",1,1/16/2013 12:27,FALSE
"Разработчик Python (Симферополь)","Python","Яндекс.Украина",1,1/15/2013 17:34,FALSE
"Старший разработчик Java","Java","Homer Software House",1,1/15/2013 13:39,FALSE
"Flash-animator / banner maker","Flash","Ebola Communications",1,1/15/2013 12:11,FALSE
"Senior iOS Engineer","iOS","Lohika Systems",1,1/15/2013 11:58,FALSE
"Senior/Middle Manual Tester","QA","Ciklum",1,1/15/2013 11:37,FALSE
"QA Tester for Ricardo_Search","QA","Ciklum",1,1/15/2013 10:35,FALSE
"Senior QA Engineer for OpenText","QA","Ciklum",1,1/15/2013 10:30,FALSE
"Lead C# / .NET (WPF) Developer",".NET","Augmentive",1,1/14/2013 20:50,FALSE
".Net Developer",".NET","Arkadium",1,1/14/2013 18:23,FALSE
"BA/QA Engineer (Simferopol)","QA","Web Consultants",1,1/14/2013 17:54,FALSE
"Developer C#, ASP.NET (Simferopol)",".NET","Web Consultants",1,1/14/2013 17:52,FALSE
"Objective-C или C++ программист","C++","Oversun Media LLC",1,1/14/2013 14:51,FALSE
"Пряморукий iOs разработчик","iOS","Murka",1,1/11/2013 19:22,FALSE
"Python Engineer","Python","Cogniance, Inc",1,1/11/2013 17:33,FALSE
"Research Developer",,"Grammarly",1,1/11/2013 16:26,FALSE
"Senior Java Engineer","Java","Lohika Systems",1,1/11/2013 10:12,FALSE
"Mac разработчик в крутую iOS команду","iOS","Alterplay",1,1/10/2013 15:12,FALSE
"Dev Lead (Java, Web)","Java","Serena Software Ukraine",1,1/10/2013 15:07,FALSE
"Intermediate Java Developer (Professional Services Engineer)","Java","Provectus-IT",1,1/9/2013 14:26,FALSE
"Senior Android developer","Android","DAXX BV",1,1/8/2013 16:40,FALSE
".NET Developer",".NET","Akvelon Ukraine",1,1/3/2013 14:17,FALSE
"PHP Developer","PHP","CODEVOG",1,1/3/2013 10:11,FALSE
"Senior Business Analyst","Analyst","SoftServe",1,12/31/2012 11:55,FALSE
"iOS Software Engineer","iOS","SoftServe",1,12/31/2012 11:54,FALSE
"SharePoint Technology Consultant",".NET","SoftServe",1,12/31/2012 11:54,FALSE
"Java developer for Wunderman","Java","Ciklum",1,12/28/2012 12:57,FALSE
"Senior C++ Developer","C++","Persha Studia",1,12/27/2012 17:07,FALSE
"Ruby Engineer","Ruby","Cogniance, Inc",1,12/26/2012 10:34,FALSE
"Software Engineer (Java, Scala)","Java","Azigo Inc.",1,12/26/2012 9:34,FALSE
"Senior Python Software Engineer","Python","SoftServe",1,12/25/2012 14:04,FALSE
"PHP Web developers for Softonic","PHP","Ciklum",1,12/25/2012 12:19,FALSE
"ASP.NET Developer",".NET","EPAM Systems",1,12/24/2012 20:45,FALSE
"Senior .NET Developer",".NET","EPAM Systems",1,12/24/2012 20:39,FALSE
"Senior Frontend developer for AdPepper","Front End","Ciklum",1,12/24/2012 15:50,FALSE
"Web Developer",,"CloneFish",1,12/24/2012 13:26,FALSE
"Javascript Developer","Front End","Soft-Ukraine",1,12/24/2012 11:51,FALSE
"Test Automation Engineer for Betsson","QA","Ciklum",1,12/24/2012 10:29,FALSE
"Technical Co-Founder/ Project Manager","Project Manager","FreeWay",1,12/22/2012 12:22,FALSE
"senior php developer","PHP","Almazoom",1,12/22/2012 12:18,FALSE
"Senior Javascript Developer","Front End","Innovecs",1,12/20/2012 14:44,FALSE
"Senior Flex Engineer","Flash","Cogniance, Inc",1,12/20/2012 13:41,FALSE
"QA engineer for AppDNA","QA","Ciklum",1,12/20/2012 11:39,FALSE
"Test Engineer for business process automation","QA","Sigma Ukraine",1,12/19/2012 13:31,FALSE
"Старший разработчик .Net",".NET","Homer Software House",1,12/19/2012 11:19,FALSE
"Business Process Analyst (Technical writer) for Ciklum","Analyst","Ciklum",1,12/18/2012 11:54,FALSE
"Project Leader (технический менеджер проекта)",,"Inbitec",1,12/17/2012 17:46,FALSE
"QA engineer","QA","Inbitec",1,12/17/2012 17:46,FALSE
"Системный администратор",,"Intetics Co",1,12/17/2012 15:34,FALSE
".NET Developer",".NET","WebConsultants",1,12/17/2012 10:36,FALSE
"PHP Developer","PHP","Amadeus Ukraine",1,12/17/2012 10:09,FALSE
"VUEM / Andromeda Senior QA","QA","Ciklum",1,12/14/2012 17:42,FALSE
"PHP разработчик","PHP","EASYVEASY",1,12/12/2012 18:37,FALSE
"Senior ASP.NET Developer, Team Leader",".NET","Svitla Systems, Inc.",1,12/10/2012 18:37,FALSE
"WordPress developer","PHP","Кадровый центр Key communication",1,12/10/2012 8:48,FALSE
"Senior Embedded SW Engineer",,"Cogniance, Inc",1,12/8/2012 14:08,FALSE
"Java Developer","Java","SoftIndustry",1,12/7/2012 15:10,FALSE
"iOS developer","iOS","Intellectsoft",1,12/7/2012 13:09,FALSE
"C++ Developer for Skype","C++","Lohika Systems",1,12/7/2012 12:15,FALSE
"Senior Android Developer","Android","Mobile Labs",1,12/7/2012 10:20,FALSE
"Художник иллюстратор / artist illustrator",,"CloneFish",1,12/6/2012 14:18,FALSE
"Middle ASP.NET (Web Developer)",".NET","DAXX BV",1,12/6/2012 13:33,FALSE
"QA engineer (manual)","QA","Continuum",1,12/5/2012 19:21,FALSE
"Специалист по сбору и обоработке данных (Киев)",,"Intetics Co",1,12/4/2012 16:50,FALSE
"Java/Python Software Engineer for PaaS and IaaS areas","Java","Mirantis",1,12/4/2012 15:12,FALSE
"Accountant, Kyiv",,"SysIQ",1,12/4/2012 12:56,FALSE
"Senior Front-End Developer (to work in the Netherlands)","Front End","DAXX BV",1,12/3/2012 17:41,FALSE
"Student worker for Unity 3D",,"Ciklum",1,12/3/2012 16:51,FALSE
"Project Manager","Project Manager","EngagePoint",1,12/3/2012 12:49,FALSE
"QA Automation Engineer for SCRUM team","QA","EngagePoint",1,12/3/2012 12:31,FALSE
"Ruby developer","Ruby","City Media Digital AS",1,12/3/2012 9:59,FALSE
"QA Engineer for Tobii","QA","Ciklum",1,12/3/2012 9:13,FALSE
"J2EE Web Deveoper","Java","Cogniance, Inc",1,11/30/2012 13:52,FALSE
"PM for QUENTIQ","Project Manager","Ciklum",1,11/30/2012 11:03,FALSE
"Quality Assurance Engineer","QA","Faria Systems Ltd.",1,11/29/2012 22:38,FALSE
"QA Engineer","QA","Skelia",1,11/29/2012 12:41,FALSE
"Senior QA for AdQuota","QA","Ciklum",1,11/29/2012 9:14,FALSE
"Java Developer","Java","Lohika Systems",1,11/28/2012 14:25,FALSE
"3D Graphics Programmer / Программист 3D графики",,"Ubisoft",1,11/28/2012 9:56,FALSE
".NET C# Backend Developer for adQuota",".NET","Ciklum",1,11/27/2012 18:03,FALSE
"Android developer for Ricardo","Android","Ciklum",1,11/27/2012 15:49,FALSE
"Good in Perl or Willing to Know?","Perl","Booking.com",0,2/25/2013 11:11,TRUE
"PHP TeamLead в Работающий Проект","PHP","TurboSMS",0,2/25/2013 9:43,TRUE
"Senior or Middle C++ Developer","C++","AllenPort Co.",0,2/23/2013 0:39,TRUE
"Middle/Senior PHP Developer","PHP","T3leads",0,2/22/2013 20:09,TRUE
"Подержка пользователей (2nd line support)","Support","Biruza Software",0,2/22/2013 16:41,TRUE
"iPhone developer","iOS/Mac","Biruza Software",0,2/22/2013 16:40,TRUE
"Senior .Net Developer/ Danaweb",".NET","Ciklum",0,2/22/2013 16:39,TRUE
"ASP.NET программист",".NET","Biruza Software",0,2/22/2013 16:39,TRUE
"Team Lead / Senior .Net Developer",".NET","InfoPulse",0,2/22/2013 16:02,TRUE
"Senior C++ Developer","C++","CloneFish",0,2/22/2013 14:17,TRUE
"Python / Django разработчики","Python","SteelKiwi Development",0,2/22/2013 13:42,TRUE
"Unix QC Engineer","QA","SoftServe",0,2/22/2013 12:59,TRUE
"DevOps Engineer (Configuration Manager)",,"SoftServe",0,2/22/2013 12:58,TRUE
"Regional .NET Competence Manager",".NET","SoftServe",0,2/22/2013 12:58,TRUE
"Програміст по підтримці систем 1С","1С","SoftServe",0,2/22/2013 12:57,TRUE
"Senior QA Engineer for Playtech MEXOS","QA","Ciklum",0,2/22/2013 11:42,TRUE
"Java Developer for Playtech MEXOS","Java","Ciklum",0,2/22/2013 11:25,TRUE
"Experienced Front-end Developer for ebuilders","Front End","Ciklum",0,2/22/2013 9:38,TRUE
"On-site Senior Python Software Engineer","Python","SoftServe",0,2/21/2013 18:52,TRUE
"Mobile Developer","iOS","Dachis Group",0,2/21/2013 18:42,TRUE
"Front End Developer","Front End","Dachis Group",0,2/21/2013 18:32,TRUE
"Менеджер техподдержки клиентов, Support manager","Support","ProgService",0,2/21/2013 18:20,TRUE
"BlackBerry Developer","Other","Timecode LLC",0,2/21/2013 14:35,TRUE
"UIX-дизайнер","Дизайн","Taberna eCommerce CMS",0,2/21/2013 14:20,TRUE
"Инженер внедрения и поддержки (Россия)","Support","SoftServe",0,2/21/2013 12:57,TRUE
"Руководитель группы по разработке электронных устройств",,"ТОВ ""Номинал Инжиниринг""",0,2/21/2013 12:36,TRUE
"HR Manager","HR","Inbitec",0,2/21/2013 12:32,TRUE
"Career Advisor","HR","SoftServe",0,2/21/2013 12:04,TRUE
"Java Guru","Java","HamsterCoders",0,2/21/2013 10:44,TRUE
"C++ Win Hacker","C++","HamsterCoders",0,2/21/2013 10:44,TRUE
"ASP.NET Developer",".NET","Zfort Group",0,2/21/2013 10:19,TRUE
"Support Administrator","Support","Ciklum",0,2/21/2013 10:01,TRUE
"PHP Developer (Zend)","PHP","Pingbull",0,2/21/2013 9:33,TRUE
"Erlang",,"Synrc Research Center",0,2/21/2013 0:54,TRUE
"Flex/Flash","Flash","Synrc Research Center",0,2/21/2013 0:51,TRUE
"Lead C++ Game Developer","C++","KevuruGames",0,2/20/2013 20:12,TRUE
"Android Developer for Gravity Mobile","Android","Provectus-IT",0,2/20/2013 19:33,TRUE
"Java Team Lead","Java","Remit",0,2/20/2013 18:35,TRUE
"Javascript developer for Augaroo-Zoomdata","Front End","Ciklum",0,2/20/2013 18:04,TRUE
"Web-дизайнер","Дизайн","Right&Above",0,2/20/2013 17:19,TRUE
".NET developer",".NET","Right&Above",0,2/20/2013 17:18,TRUE
"Senior JavaScript / Front-end developer","Front End","BabylOFF Inc.",0,2/20/2013 17:14,TRUE
"Senior PHP Developer","PHP","Sigma Ukraine",0,2/20/2013 15:01,TRUE
"IT Assistant","Other","Ciklum",0,2/20/2013 14:50,TRUE
"Senior Unity 3D Developer",,"KevuruGames",0,2/20/2013 13:57,TRUE
"C++ Developer","C++","Inbitec",0,2/20/2013 12:09,TRUE
"Development Manager",,"Inbitec",0,2/20/2013 12:02,TRUE
"Server Test Engineer","QA","Luxoft",0,2/20/2013 12:02,TRUE
"Server Java Developer","Java","Luxoft",0,2/20/2013 11:59,TRUE
"WEB Java Developer","Java","Luxoft",0,2/20/2013 11:54,TRUE
".Net UI Developer",".NET","Luxoft",0,2/20/2013 11:46,TRUE
".Net Lead UI Developer",".NET","Luxoft",0,2/20/2013 11:41,TRUE
"Product Manager",,"Inbitec",0,2/20/2013 11:33,TRUE
"Senior Software Architect / Team Leader",,"Intellias",0,2/20/2013 11:30,TRUE
"Automation Tester","QA","Inbitec",0,2/20/2013 11:25,TRUE
"Middle Front End Developer","Front End","Ciklum",0,2/20/2013 10:37,TRUE
"Senior .NET Software Engineer (Lviv)",".NET","EPAM Systems",0,2/19/2013 17:52,TRUE
"Senior Python Developer (Lviv)","Python","EPAM Systems",0,2/19/2013 17:45,TRUE
"Senior Python Developer (Lviv)","Python","EPAM Systems",0,2/19/2013 17:44,TRUE
"Senior BI Solutions Architect (Lviv)","Other","EPAM Systems",0,2/19/2013 17:44,TRUE
"Automation Testing Team Lead","QA","EPAM Systems",0,2/19/2013 17:44,TRUE
"Project manager/(lead with Java skills) LVIV","Java","EPAM Systems",0,2/19/2013 17:42,TRUE
"Веб-розробник","PHP","Веб-студія Alltimestudio",0,2/19/2013 17:12,TRUE
"Team Lead with strong C# expertise",".NET","SimCorp",0,2/19/2013 17:08,TRUE
"Sound Designer for Playtech Mobile","Дизайн","Ciklum",0,2/19/2013 16:50,TRUE
"Mobile Traffic Manager (специалист по рекламе игровых приложений на iOS и Android)","iOS/Mac","CloneFish",0,2/19/2013 16:22,TRUE
"Software Engineer (Java, Scala)","Scala","Azigo Inc.",0,2/19/2013 15:49,TRUE
"Junior MAC Software Engineer","iOS/Mac","SoftServe",0,2/19/2013 14:36,TRUE
"Marketing Manager Europe","Other","SoftServe",0,2/19/2013 14:36,TRUE
"Senior Web Developer","Ruby","Nravo",0,2/19/2013 12:29,TRUE
"Senior QA/Automation Tester","QA","Luxoft",0,2/19/2013 12:24,TRUE
"Front-end Developer","Front End","Ciklum",0,2/19/2013 12:21,TRUE
"PHP Back-end Developer","PHP","Ciklum",0,2/19/2013 12:12,TRUE
"Automation QA Lead for Playtech","QA","Ciklum",0,2/19/2013 12:01,TRUE
"PHP Team Leader/Scrum Master","PHP","Ciklum",0,2/19/2013 11:53,TRUE
