nothing,speciality,language,spec_more,tenure,nothing,nothing,nothing,nothing,nothing,netwage,wage_diff,city,company_size,gender,age,education,english,date,user_agent,nothing,nothing,nothing,nothing,nothing
1,Software Engineer,Java,,3,0,0,1.25,0,0,2500,0,Odesa,Less than 50,m,25,Higher,Lower than average,12/18/12 13:05,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.101 Safari/537.11","GitHub, StackOverflow",0,18,no,16
1,Business Analyst,0,,6,0,0,2,0,0,1840,0,Kyiv,Less than 200,m,29,Doc Candidate,Average,12/18/12 13:05,Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.11,,0,14,no,40
1,Software Engineer,Java,,4.5,0,0,2,0,0,1750,0,Donetsk,Less than 1000,m,27,Higher,Average,12/18/12 13:05,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:11.0) Gecko/20100101 Firefox/11.0,,1,18,no,40
1,Junior Software Engineer,PHP,,0.5,0,0,0.5,0,0,650,300,Donetsk,Less than 10,m,22,Unfinished higher,Average,12/18/12 13:06,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","StackOverflow, HabraHabr",1,18,no,25
1,Software Engineer,Java,,2,0,0,2,0,0,1000,300,Lugansk,Less than 10,m,21,Unfinished higher,Lower than average,12/18/12 13:06,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1","GitHub, StackOverflow, HabraHabr",1,15,no,25
1,Software Engineer,C#/.NET,,4.5,0,0,4.5,0,0,2000,200,Kyiv,Less than 1000,m,26,Higher,Average,12/18/12 13:07,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0,StackOverflow,1.5,8,yes,30
1,Software Engineer,C#/.NET,,7,0,0,0.5,0,0,2100,600,Kyiv,More than 1000,m,25,Higher,Average,12/18/12 13:07,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/23.0.1232.0 Safari/537.4","StackOverflow, HabraHabr",0,15,yes,10
1,Software Engineer,Ruby/Rails,,7,0,0,2,0,0,1800,300,Kyiv,Less than 10,m,26,Higher,Advanced,12/18/12 13:07,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1300.0 Iron/23.0.1300.0 Safari/537.11","GitHub, StackOverflow",2,13,yes,30
1,Project manager,0,,3,0,0,0.75,0,0,2000,0,Lviv,More than 1000,m,25,Higher,Higher than average,12/18/12 13:07,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",,0,,no,30
1,QA engineer,0,General QA,3,0,0,1,0,0,1500,750,Lviv,Less than 200,f,25,Higher,Higher than average,12/18/12 13:07,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11","GitHub, StackOverflow",1.5,20,no,20
1,Software Engineer,PHP,,3,0,0,0.25,0,0,1200,700,Dnipropetrovsk,Less than 200,m,27,Unfinished higher,Lower than average,12/18/12 13:07,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1","GitHub, StackOverflow, HabraHabr",0,12,no,16
1,Senior Software Engineer,Objective-C,,8,0,0,0.25,0,0,3500,500,Dnipropetrovsk,Less than 10,m,28,Higher,Lower than average,12/18/12 13:07,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.101 Safari/537.11","GitHub, StackOverflow, HabraHabr",0,15,no,10
1,DirEngin/ProgramDirector,0,,5,0,0,5,0,0,4000,800,Lviv,Less than 1000,m,25,Higher,Advanced,12/18/12 13:07,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.95 Safari/537.11","GitHub, StackOverflow, HabraHabr",2.5,14,no,80
1,Junior Software Engineer,Java,,0.5,0,0,0.25,0,0,500,0,Kyiv,Less than 1000,m,20,Higher,Average,12/18/12 13:07,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","GitHub, StackOverflow, HabraHabr",0.25,16,yes,40
1,Senior Software Engineer,C#/.NET,,0,1,0,0.5,0,0,2400,0,Lviv,Less than 200,m,31,Higher,Higher than average,12/18/12 13:08,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","GitHub, StackOverflow, HabraHabr",2,12,no,17
1,Designer,0,,5,0,0,2,0,0,800,100,Kharkiv,Less than 50,m,22,Unfinished higher,Lower than average,12/18/12 13:08,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0,HabraHabr,2,20,no,10
1,Project manager,0,,0,1,0,0.5,0,0,2000,-1000,Kyiv,Less than 50,m,32,Unfinished higher,Average,12/18/12 13:08,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","GitHub, HabraHabr",0,,no,20
1,Software Engineer,JavaScript,,2,0,0,0,0,1,2000,1000,Kyiv,Less than 50,m,24,Higher,Higher than average,12/18/12 13:08,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","GitHub, StackOverflow, HabraHabr",0.25,16,yes,10
1,Software Engineer,Java,,1,0,0,0.5,0,0,1200,1000,Kharkiv,Less than 200,m,23,Two Higher,Higher than average,12/18/12 13:08,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","StackOverflow, HabraHabr",0.5,18,no,50
1,Senior Software Engineer,C#/.NET,,6,0,0,5,0,0,2400,300,Dnipropetrovsk,Less than 200,m,27,Higher,Higher than average,12/18/12 13:09,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.95 Safari/537.11","GitHub, StackOverflow, HabraHabr",3,13,yes,10
1,Software Engineer,PHP,,2.5,0,0,2.5,0,0,1650,450,Lviv,Less than 200,m,25,Higher,Higher than average,12/18/12 13:09,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",StackOverflow,0,14,no,50
1,QA engineer,0,General QA,4,0,0,1.5,0,0,1400,400,Donetsk,Less than 50,m,28,Higher,Lower than average,12/18/12 13:09,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:17.0) Gecko/17.0 Firefox/17.0,"GitHub, StackOverflow, HabraHabr",1,14,no,80
1,Technical Lead,Ruby/Rails,,5,0,0,0.75,0,0,2750,1500,Kyiv,Less than 200,m,22,Unfinished higher,Higher than average,12/18/12 13:09,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","GitHub, StackOverflow, HabraHabr",3,,no,15
1,Technical Lead,C#/.NET,,3.5,0,0,0,0,1,3350,1750,Kharkiv,Less than 50,m,27,Higher,Higher than average,12/18/12 13:09,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","GitHub, StackOverflow, HabraHabr",0,8,no,20
1,Software Engineer,Objective-C,,1.75,0,0,0.25,0,0,2000,800,Kyiv,More than 1000,m,26,Higher,Higher than average,12/18/12 13:10,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","GitHub, StackOverflow, HabraHabr",0,14,no,20
1,Software Engineer,Other,,1.5,0,0,1.5,0,0,600,200,Kharkiv,Less than 1000,m,25,Higher,Average,12/18/12 13:10,Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.11,,0,,no,10
1,Designer,0,,5,0,0,1.75,0,0,616,740,Kharkiv,Less than 10,f,26,Higher,Average,12/18/12 13:10,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.101 Safari/537.11",HabraHabr,1.25,,,30
1,QA engineer,0,Manual QA,2,0,0,2,0,0,1000,140,Kyiv,Less than 50,m,28,Higher,Average,12/18/12 13:10,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:19.0) Gecko/20121216 Firefox/19.0,"StackOverflow, HabraHabr",0,15,yes,30
1,Junior Software Engineer,Java,,0.5,0,0,0.5,0,0,625,125,Kyiv,Less than 50,m,24,Higher,Lower than average,12/18/12 13:11,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","StackOverflow, HabraHabr",3,14,no,14
1,Software Engineer,Java,,1.75,0,0,1.75,0,0,2000,800,Kyiv,Less than 200,m,22,Unfinished higher,Higher than average,12/18/12 13:11,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","GitHub, StackOverflow, HabraHabr",1.75,14,yes,150
1,Software Engineer,Python,,2.5,0,0,0.5,0,0,2500,0,Kyiv,Less than 50,m,25,Higher,Higher than average,12/18/12 13:11,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.101 Safari/537.11","GitHub, StackOverflow, HabraHabr",0.5,14,no,50
1,QA engineer,0,Manual QA,1,0,0,1,0,0,580,230,Kharkiv,Less than 1000,m,24,Higher,Higher than average,12/18/12 13:11,Opera/9.80 (Windows NT 5.1) Presto/2.12.388 Version/12.11,HabraHabr,4,,no,20
1,Software Engineer,Ruby/Rails,,3,0,0,0.25,0,0,2500,500,Odesa,Less than 50,m,27,Higher,Average,12/18/12 13:11,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","GitHub, StackOverflow, HabraHabr",2,20,no,88
1,QA engineer,0,Manual QA,1,0,0,1,0,0,500,-100,Kharkiv,Less than 1000,f,23,Higher,Average,12/18/12 13:11,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.95 Safari/537.11",,0,,,20
1,Senior Software Engineer,PHP,,6,0,0,6,0,0,1750,400,Kyiv,Less than 10,m,29,Two Higher,Elementary,12/18/12 13:12,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_3) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","GitHub, StackOverflow, HabraHabr",1,13,no,10
1,Software Engineer,C#/.NET,,2,0,0,0.5,0,0,1300,150,Odesa,Less than 50,m,26,Higher,Average,12/18/12 13:12,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","StackOverflow, HabraHabr",0,16,yes,55
1,Software Engineer,Java,,3,0,0,0.75,0,0,2000,0,Kyiv,Less than 1000,m,23,Higher,Higher than average,12/18/12 13:12,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0,"StackOverflow, HabraHabr",2,12,no,60
1,Senior Software Engineer,Python,,6,0,0,0,0,1,4000,1000,Kyiv,Less than 10,m,24,Higher,Higher than average,12/18/12 13:12,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.8; rv:19.0) Gecko/20121216 Firefox/19.0,,5,6,yes,26
1,Software Engineer,Java,,2.5,0,0,0.75,0,0,2000,800,Kharkiv,Less than 50,m,21,Unfinished higher,Higher than average,12/18/12 13:12,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/536.26.17 (KHTML, like Gecko) Version/6.0.2 Safari/536.26.17","GitHub, StackOverflow",2.5,17,no,20
1,DirEngin/ProgramDirector,0,,0,1,0,7.5,0,0,3500,0,Kyiv,Less than 200,m,29,Higher,Average,12/18/12 13:12,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.20 (KHTML, like Gecko) Chrome/25.0.1338.0 Safari/537.20",,4.5,13,yes,35
1,Project manager,0,,4,0,0,0.75,0,0,900,125,Kyiv,Less than 10,f,23,Higher,Average,12/18/12 13:12,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",HabraHabr,2,20,no,40
1,Business Analyst,0,,1,0,0,1,0,0,1710,0,Kharkiv,Less than 200,m,23,Higher,Lower than average,12/18/12 13:13,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.101 Safari/537.11",HabraHabr,5,10,yes,7
1,Software Engineer,PHP,,5,0,0,0.75,0,0,3000,400,Kyiv,Less than 1000,m,25,Higher,Average,12/18/12 13:13,Opera/9.80 (X11; Linux x86_64; U; en) Presto/2.10.229 Version/11.62,"GitHub, StackOverflow, HabraHabr",3.5,13,no,70
1,Senior Software Engineer,Flex/Flash/AIR,,7,0,0,4,0,0,2200,1000,Kharkiv,Less than 50,m,28,Higher,Lower than average,12/18/12 13:14,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",StackOverflow,3,18,no,10
1,Software Engineer,PHP,,3,0,0,0.25,0,0,2600,1200,Kyiv,Less than 10,m,27,Higher,Advanced,12/18/12 13:14,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","StackOverflow, HabraHabr",0,24,no,20
1,Software Engineer,Java,,4,0,0,3,0,0,1400,200,Lviv,More than 1000,m,26,Two Higher,Higher than average,12/18/12 13:15,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","StackOverflow, HabraHabr",0.5,15,yes,20
1,Junior Software Engineer,PHP,,1.5,0,0,1,0,0,1900,0,Kyiv,Less than 10,m,20,Unfinished higher,Higher than average,12/18/12 13:15,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","GitHub, StackOverflow, HabraHabr",1.5,16,no,90
1,Software Engineer,C++,,3.5,0,0,1.75,0,0,1700,200,Lviv,More than 1000,m,26,Higher,Lower than average,12/18/12 13:15,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","GitHub, StackOverflow",0,15,no,20
1,Software Engineer,PHP,,2,0,0,1.5,0,0,1000,250,Kharkiv,Less than 200,m,24,Higher,Elementary,12/18/12 13:15,Mozilla/5.0 (Windows NT 5.1; rv:17.0) Gecko/20100101 Firefox/17.0,"StackOverflow, HabraHabr",0.5,15,no,
1,SeniorPM/ProgramManager,0,,6,0,0,1.25,0,0,4300,400,Kyiv,More than 1000,m,33,Higher,Advanced,12/18/12 13:15,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","GitHub, StackOverflow, HabraHabr",2,15,yes,16
1,Senior Software Engineer,Java,,5,0,0,2,0,0,4000,0,Kyiv,Less than 50,m,25,Secondary,Average,12/18/12 13:15,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.56 Safari/535.11","GitHub, StackOverflow, HabraHabr",1,14,yes,20
1,Senior Software Engineer,C#/.NET,,0,1,0,1.5,0,0,3100,100,Vinnytsia,Less than 50,m,31,Higher,Higher than average,12/18/12 13:16,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","StackOverflow, HabraHabr",2,14,yes,20
1,Senior QA engineer,0,General QA,4.5,0,0,0.75,0,0,1800,300,Kyiv,More than 1000,m,25,Higher,Higher than average,12/18/12 13:16,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:12.0) Gecko/20100101 Firefox/12.0,"StackOverflow, HabraHabr",2,18,no,15
1,Software Engineer,Java,,4.5,0,0,1.25,0,0,1750,200,Kharkiv,Less than 1000,m,23,Two Higher,Advanced,12/18/12 13:16,Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.11,"GitHub, HabraHabr",4,12,no,20
1,Senior Software Engineer,PHP,,6,0,0,1,0,0,2000,0,Kharkiv,Less than 50,m,25,Unfinished higher,Higher than average,12/18/12 13:16,Opera/9.80 (X11; Linux x86_64; Edition Linux Mint) Presto/2.12.388 Version/12.11,"GitHub, StackOverflow, HabraHabr",3,15,no,20
1,Senior Software Engineer,Python,,4.5,0,0,0,0,1,3000,800,Kyiv,Less than 50,m,32,Higher,Average,12/18/12 13:16,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:17.0) Gecko/17.0 Firefox/17.0,"GitHub, StackOverflow, HabraHabr",0.5,11,yes,25
1,Business Analyst,0,,5.5,0,0,1,0,0,3000,500,Kyiv,Less than 200,f,29,Higher,Advanced,12/18/12 13:16,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",,3,1,no,0
1,Software Engineer,C#/.NET,,2.5,0,0,2.5,0,0,1000,200,Lugansk,Less than 50,m,21,Higher,Higher than average,12/18/12 13:16,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","StackOverflow, HabraHabr",2,18,no,30
1,Senior Software Engineer,Java,,5.5,0,0,1.5,0,0,3400,0,Kyiv,Less than 200,m,25,Higher,Higher than average,12/18/12 13:16,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","StackOverflow, HabraHabr",3,14,no,20
1,Software Engineer,Java,,1.25,0,0,1.25,0,0,800,350,Lviv,More than 1000,m,24,Higher,Lower than average,12/18/12 13:16,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0,"GitHub, StackOverflow, HabraHabr",1,17,yes,2
1,Senior Software Engineer,Python,,5,0,0,3,0,0,2500,500,Kharkiv,Less than 50,m,28,Higher,Higher than average,12/18/12 13:17,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","GitHub, StackOverflow, HabraHabr",0,18,no,80
1,Junior QA engineer,0,Manual QA,0.5,0,0,0.5,0,0,430,0,Kharkiv,Less than 50,m,20,Unfinished higher,Average,12/18/12 13:17,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",,0.5,17,no,40
1,Software Engineer,Java,,2.5,0,0,1.75,0,0,2000,600,Kyiv,Less than 1000,m,23,Unfinished higher,Average,12/18/12 13:17,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11","StackOverflow, HabraHabr",3,16,no,7
1,Software Engineer,SQL,,5,0,0,1.5,0,0,750,187,Kharkiv,Less than 200,m,26,Unfinished higher,Elementary,12/18/12 13:17,Mozilla/5.0 (Windows NT 5.1; rv:16.0) Gecko/20100101 Firefox/16.0,,5,17,no,10
1,Project manager,0,,8,0,0,1,0,0,3100,300,Kyiv,Less than 1000,m,31,Higher,Higher than average,12/18/12 13:17,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 Firefox/3.6;W-XP (.NET CLR 3.5.30729),,1.25,14,yes,10
1,Junior Software Engineer,PHP,,2.5,0,0,0.25,0,0,1700,700,Kyiv,Less than 1000,m,24,Higher,Lower than average,12/18/12 13:17,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.95 Safari/537.11","GitHub, HabraHabr",1,16,no,30
1,Software Engineer,Java,,2,0,0,0,0,1,1500,700,Kharkiv,Less than 200,f,23,Higher,Average,12/18/12 13:18,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","StackOverflow, HabraHabr",1.75,15,no,20
1,SeniorPM/ProgramManager,0,,8,0,0,6,0,0,3500,200,Kyiv,More than 1000,m,29,Higher,Advanced,12/18/12 13:18,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","StackOverflow, HabraHabr",1.5,9,no,16
1,Junior Software Engineer,Python,,1,0,0,1,0,0,600,100,Kharkiv,Less than 50,m,22,Unfinished higher,Average,12/18/12 13:18,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","GitHub, StackOverflow, HabraHabr",1,14,no,90
1,Software Engineer,Python,,6,0,0,1.25,0,0,3000,100,Kyiv,Less than 1000,m,24,Unfinished higher,Average,12/18/12 13:18,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:17.0) Gecko/20100101 Firefox/17.0,"GitHub, StackOverflow, HabraHabr",5,13,no,12
1,QA engineer,0,Manual QA,2,0,0,1,0,0,1100,300,Odesa,Less than 1000,f,22,Unfinished higher,Higher than average,12/18/12 13:19,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",,2,,no,10
1,Software Engineer,JavaScript,,6.5,0,0,0.5,0,0,2000,300,Kyiv,More than 1000,m,29,Higher,Higher than average,12/18/12 13:19,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","GitHub, StackOverflow, HabraHabr",3,12,no,30
1,Project manager,0,,6,0,0,4,0,0,1000,0,Kyiv,Less than 10,m,27,Unfinished higher,Average,12/18/12 13:19,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.57 Safari/537.1",,,,,
1,Senior Software Engineer,Java,,5,0,0,0.5,0,0,2000,500,Cherkasy,Less than 50,m,25,Higher,Advanced,12/18/12 13:20,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:14.0) Gecko/20100101 Firefox/14.0.1,,0,18,no,60
1,Software Engineer,Java,,2,0,0,1,0,0,1500,500,Uzhgorod,Less than 10,m,25,Higher,Lower than average,12/18/12 13:20,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11",HabraHabr,0,15,no,40
1,SeniorPM/ProgramManager,0,,4,0,0,6,0,0,3300,600,Lviv,More than 1000,m,30,Higher,Advanced,12/18/12 13:20,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",HabraHabr,3.5,16,yes,10
1,Software Engineer,PHP,,4,0,0,1,0,0,2000,600,Kharkiv,Less than 10,m,27,Higher,Higher than average,12/18/12 13:20,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","GitHub, StackOverflow",2,10,no,35
1,Software Engineer,Python,,3.5,0,0,2,0,0,1600,400,Zhitomir,Less than 10,m,21,Unfinished higher,Average,12/18/12 13:20,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.91 Safari/537.11","StackOverflow, HabraHabr",3.5,17,no,15
1,Technical Lead,JavaScript,,9,0,0,1,0,0,3400,300,Odesa,Less than 10,m,26,Higher,Higher than average,12/18/12 13:21,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.95 Safari/537.11","GitHub, StackOverflow, HabraHabr",4,14,yes,70
1,Senior Software Engineer,Python,,6,0,0,2,0,0,2700,400,Kyiv,Less than 1000,m,24,Unfinished higher,Average,12/18/12 13:21,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_3) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.101 Safari/537.11","GitHub, StackOverflow",3,,no,10
1,Software Engineer,PHP,,5,0,0,2,0,0,800,100,Lugansk,Less than 10,m,26,Higher,Elementary,12/18/12 13:21,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11",HabraHabr,1,14,yes,10
1,Support,0,,3.5,0,0,0.5,0,0,1200,100,Odesa,More than 1000,m,26,Higher,Higher than average,12/18/12 13:21,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",HabraHabr,2,17,yes,10
1,Software Engineer,PHP,,5,0,0,0.25,0,0,1800,1000,Kyiv,Less than 1000,m,27,Higher,Average,12/18/12 13:22,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","GitHub, StackOverflow, HabraHabr",0.25,10,no,70
1,Senior Software Engineer,Java,,3,0,0,0,0,1,3000,1800,Kyiv,Less than 50,m,23,Higher,Average,12/18/12 13:22,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","GitHub, StackOverflow, HabraHabr",2,17,no,40
1,Software Engineer,Objective-C,,1.5,0,0,1.5,0,0,300,800,Ivano-Frankivsk,Less than 50,m,23,Higher,Average,12/18/12 13:22,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.8; rv:17.0) Gecko/20100101 Firefox/17.0,"GitHub, StackOverflow, HabraHabr",0,14,no,60
1,Software Engineer,Python,,1.75,0,0,1.75,0,0,1500,700,Kyiv,Less than 10,m,22,Unfinished higher,Higher than average,12/18/12 13:22,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","GitHub, StackOverflow",2,14,yes,25
